x1,x2,y,
2.014358486,4.254619018,-0.192473896,
4.285618507,3.104496197,0.150257062,
-3.031016723,-4.587493572,0.407910077,
-3.243971598,-2.491285465,0.527272115,
3.234251782,-1.179442789,0.76991429,
-1.979209281,-3.669905003,-0.105906036,
4.304983173,4.076696491,0.261388574,
-4.572999026,-3.339262147,-0.076256782,
-1.470849045,0.521394317,0.878845679,
-0.133806036,-2.037630318,1.164979006,
1.697637303,-2.458760789,-0.204033283,
-1.044026485,4.969553187,4.123421254,
0.487628145,4.926522926,-1.415552387,
0.228872379,0.992777493,-0.192547428,
-1.554562052,-2.265387769,0.565672357,
4.783208344,4.095394863,2.22339948,
-2.429861267,-4.803732361,0.122962406,
4.872398177,1.947712384,-1.076890818,
0.11721724,3.017748732,0.018722708,
3.438924789,-2.083962865,-0.69636335,
-3.352540011,-0.446773894,0.056785864,
4.119470777,-0.65561158,0.255875587,
0.693966108,-0.466186794,0.126557746,
2.853325311,1.778429435,0.211847081,
-2.773158555,-4.764952029,-0.065124697,
-2.481154354,1.131489697,0.07249743,
-2.482144003,-2.957717372,0.277647487,
1.156723687,-0.945134134,0.975897506,
-4.602045987,-0.750174836,0.828828016,
-1.526191799,-2.795536972,0.709330707,
-3.425451039,-4.577957294,0.172948738,
-0.018954151,2.647203454,-0.33546371,
1.144328412,-1.164845023,-0.279945246,
-4.692938752,-4.164022618,0.052634566,
-2.153118105,2.541639736,0.00415398,
3.369906413,-1.621599524,1.249415277,
-0.305260364,2.79173566,0.08435177,
-3.321288328,1.318902284,-0.336496312,
-3.767740944,-2.047650672,-0.766037906,
-0.717606508,-0.926034046,-10.49212158,
-0.467429464,-3.061685204,-1.413592399,
1.492843653,-4.417385658,-0.049232856,
3.003980166,4.788918142,1.612258364,
2.915783546,-3.11541465,-0.27372929,
-4.51346324,-2.019884522,0.377173432,
4.151683342,2.326978536,0.067456514,
1.639173777,4.654938153,-0.377352441,
2.426907008,3.802036818,0.536077347,
-0.671753365,3.958662146,0.742533991,
3.680867821,2.372613269,0.109304447,
4.106660805,2.843125559,-0.058389216,
2.726581247,0.193917955,-0.145393663,
-2.001926805,-4.314622313,-0.106392921,
4.18188329,-3.107113174,0.082442622,
4.134534067,4.302907911,0.137614862,
3.051368248,0.329383616,-0.590022766,
4.844967919,1.215192577,1.539613843,
-0.988786795,1.591084692,0.247497161,
0.826329693,-4.316692862,-0.339391322,
3.983836258,2.116976111,0.06509987,
-4.907065563,-2.163964461,0.038260912,
1.554354279,-0.989946907,0.286835425,
3.191650616,2.149244778,-0.340454833,
-1.835065399,-3.344166205,-0.386269163,
3.412722867,1.208449682,-0.308813777,
-3.348557409,3.662501014,0.278509801,
-4.299424464,1.876424295,0.033739941,
-3.374966662,1.82454192,0.255973991,
-3.048837471,0.215944128,-0.509833923,
-3.173385587,1.672439504,0.31017903,
3.155379679,-2.678250018,0.30627409,
-4.361399291,-3.594947006,-0.03846622,
1.781351149,-4.708584966,-0.009145677,
0.221934701,-0.023052176,-0.540062539,
-1.160211398,3.400862177,0.054597503,
1.68901625,-4.077002747,0.1461926,
-1.303365844,-0.948058422,4.968332979,
-0.557640011,4.092953467,-1.958370167,
4.25993159,0.987920057,-0.128052409,
3.384728215,-0.251576358,1.27832935,
-4.855805449,1.378732808,0.028750606,
0.623716829,0.721175518,-0.5785194,
3.140254052,-1.080126815,-0.541404773,
-4.585806349,-4.965831251,0.177488643,
-0.936177826,-0.754626948,-9.761427177,
-2.441196744,0.382756507,0.296424064,
-3.770494006,-0.38152222,0.510356298,
2.531520966,-3.800541141,-0.148486442,
1.599786835,3.63222142,-0.094303396,
2.824722152,-4.939912683,-0.21254274,
1.304484845,3.176696316,0.062896542,
1.952825616,3.391514796,0.008427256,
-3.011376297,4.245376906,-1.190053549,
-2.46949846,-1.91103696,0.412079634,
-4.601833095,1.640948326,-0.076317315,
-0.684827595,3.08218725,-1.190738626,
-1.118923983,1.531335599,-0.078135722,
4.839839376,1.454558071,1.300161199,
-1.438439433,-2.213632333,1.623894418,
1.855618862,0.021324322,-0.163999457,
1.459796093,-4.697353351,-0.004982194,
3.628456687,-1.253427651,-0.089307821,
1.300877474,-0.961965828,0.228398077,
-4.638691295,-1.546833035,-0.566214909,
-2.889357461,1.293055104,-0.441044739,
-4.387812447,3.289020494,0.108113034,
-1.667197394,1.637522831,-0.712618691,
1.975614151,1.818386105,0.025152788,
0.66974978,-1.228100472,-1.462122317,
3.735523383,-0.606639472,0.572956326,
1.053615985,3.199012561,0.494647638,
-1.880405989,2.583700184,-0.124992546,
-0.210813898,2.99353331,-0.042504141,
1.445726783,-0.738286491,0.170043398,
-4.171947156,-3.891961737,-0.217287924,
0.303353763,-0.918278768,0.977269473,
-4.138711369,0.763783231,0.373451012,
-3.144322085,-0.694541736,-2.345107371,
-1.368401144,-3.553351024,-1.455801689,
-3.092974134,-1.208170206,1.113299157,
-1.508613779,2.237961459,1.922219418,
3.919908285,-0.157209996,-0.587049739,
2.027008314,2.464273575,-0.058680497,
-1.127868038,0.570950516,-0.005354095,
-3.326681438,-4.404439936,0.273553872,
1.53758358,-4.151708255,0.042590713,
-4.448308319,-4.580513468,-0.107434874,
-3.773260725,2.658608596,0.225063408,
1.385466674,1.850842119,-0.025229323,
-4.134276187,-2.435420406,0.338871637,
-0.639472748,4.457199996,-1.909800502,
1.79035705,4.54243751,-0.089744912,
-2.539869867,1.039802651,-0.066425764,
0.601895917,-2.589393725,-0.554942658,
3.78086281,-1.956555981,0.452308824,
3.424426357,1.856868406,0.348119394,
1.725283946,0.837443461,-0.232851425,
4.860576818,1.071082518,-0.215857052,
-4.949855912,-2.079220969,0.084624836,
-1.713166583,0.075084464,-0.867871116,
-0.848157252,1.687242794,1.659596364,
1.993687483,1.757638815,0.050472599,
-2.904553725,-1.054925964,-0.745316486,
2.681997943,-3.253162287,-0.028176043,
-3.376720212,-3.225394467,-0.085822819,
1.62771219,-1.173962896,-0.175021457,
0.762735972,0.915285833,-0.769613904,
0.602035774,-2.091762766,0.967133459,
0.829290586,3.256276793,0.886665363,
-2.716805226,-2.450271214,0.107589993,
1.878373313,-1.191802886,-0.170619404,
0.68411177,-3.221905834,0.215760889,
4.023096104,1.435902366,0.088653016,
-3.229376406,-0.802456392,-2.240939553,
1.069108315,-3.347419254,-0.198512153,
2.985735088,0.701980141,0.343841445,
-1.003288754,3.337219276,-1.724203574,
-3.105020171,3.323835006,-0.676493174,
-2.476310968,-3.298532011,-0.041635671,
1.102636957,2.93111736,-0.177335362,
-2.734207478,-2.921561634,-0.144943275,
-4.932777818,1.843070392,-0.032974708,
0.15112652,1.779864479,-0.368574404,
-1.1637918,2.402324654,0.076920405,
-2.211421604,2.381974433,0.074249952,
-3.060167981,4.186250539,-1.058336567,
-0.126084005,-1.73031265,-0.402223235,
3.882744788,0.788253899,-0.284946842,
-3.02035906,-1.481087188,2.442785995,
-2.639370442,3.08467317,0.029556874,
1.590282979,-2.910320122,0.126336274,
4.579306384,4.553461406,-1.074578225,
3.987112267,-4.407733365,-0.127314845,
-2.555407919,-0.21848491,-0.527967821,
-2.891471386,1.710128298,0.341797765,
4.290861964,3.50757577,0.049315086,
4.249465088,-0.387436223,-0.209040094,
2.574401972,-1.398498843,1.377576416,
-1.765413696,-1.242686813,-3.162042437,
4.895670678,-0.601606901,5.308699383,
3.115271442,4.768869353,2.072963458,
-2.325326452,1.496055295,0.075618339,
-4.970966021,-4.513992389,-0.051700377,
-0.766042526,1.216173491,-2.044421174,
4.795064724,-0.367901944,-3.238589056,
0.634285059,0.372324381,0.728936953,
-0.101719607,-4.852574886,0.458328655,
3.45121158,4.27549807,-0.724605328,
-1.787225937,3.262905651,1.346636782,
-2.075908256,-3.247754879,0.01686955,
-4.188177242,-1.930822458,-0.434957354,
1.965699653,4.824364345,0.048531046,
0.854643847,2.599785837,-0.205499347,
3.231824391,3.22492905,-0.67923993,
-0.874074439,-0.13806909,6.585998949,
3.911910081,-3.788834029,0.073380015,
1.559482192,0.572871416,0.00039127,
4.195475005,3.73945737,-0.111492789,
1.348503408,2.661793514,-0.022572505,
-4.124434398,0.627129144,0.144906078,
-4.967383735,-4.808503985,0.029760462,
-4.192930242,4.498767199,-0.045703333,
4.261274492,3.664516159,-0.174743211,
1.823212632,-3.600359674,-0.107964505,
0.564457641,-4.262368286,-0.072781998,
-4.725866149,-1.846914818,0.107662476,
-1.281631821,1.52301898,0.314009503,
3.050267944,3.065169576,-0.161971998,
4.976105279,-3.959271906,1.346988902,
-4.665986678,4.504609586,0.015512485,
-0.665497213,-1.557180324,8.592862239,
1.605178521,3.332663102,0.15414806,
-1.241689344,-0.605218356,2.497780901,
2.485648637,-2.732384244,0.058468868,
-4.868236624,4.656964937,-0.072312628,
-3.870770209,2.610049645,0.156617087,
4.618773752,2.027837349,-0.195084419,
-4.889347604,-3.754082766,0.003871047,
-0.678649733,2.011631447,0.529876413,
-1.505562479,1.35809415,2.010898656,
1.553138421,-1.883921677,0.143825585,
2.942064942,0.455410181,-0.283395032,
-1.0155023,2.109962385,-0.524507259,
4.942897559,-0.103523923,-4.046694963,
4.589143992,-1.892432635,2.467099283,
-3.842003729,-2.065212303,-0.866945445,
-1.49575997,2.234841582,1.906008931,
2.982800424,-4.197285536,-0.08667032,
2.101390717,0.066163594,0.170379782,
4.007781105,-3.807599468,0.060689365,
-0.697529941,-2.707444864,0.860083574,
1.336419579,0.744185881,-0.048297523,
4.897782512,1.342502766,1.796952566,
1.841902079,-2.351513238,-0.07578641,
-3.643791008,1.482001441,-0.129898133,
1.901524307,-0.500296603,0.071134417,
-1.354579504,-3.770371752,0.39575357,
-3.114117002,4.037475501,-0.271587284,
-3.708799136,1.617108873,0.097648523,
2.644021889,2.697632275,0.189457997,
1.895748335,-1.241110821,-0.225907698,
4.403563768,-2.170807027,0.806658661,
2.295765355,-3.503849566,0.417266912,
-1.487711737,0.651799057,-1.282241586,
-2.823631752,-2.989819692,-0.402331393,
-0.45093287,-0.678162215,-4.528615509,
-0.375822015,3.668224151,0.517710617,
-4.675243722,2.059705419,0.010664221,
-1.036957084,0.083637984,0.571385189,
3.944711024,-4.693720011,-0.026973821,
1.910867094,-2.057483169,0.137596395,
-3.522358133,-2.557543986,0.235241343,
-3.17860325,-4.052640107,-0.463619553,
2.451567601,-3.928886932,-0.404399259,
-1.197835676,-1.002933358,1.17205899,
-4.646445906,-0.955730086,0.542597338,
-0.374430696,2.824721217,0.469115438,
1.738348114,-3.752945987,0.024262478,
-4.655804308,-1.673285202,-0.248353729,
-0.388228106,0.885228355,0.753844318,
-0.871705128,3.882136398,2.124202783,
1.888853638,2.265138321,0.093177486,
3.644567375,-4.318273345,-0.029303748,
3.119656755,-1.782993504,-0.095347084,
-1.829956032,2.862916254,-0.690660661,
4.145684812,-4.382719579,-0.051179548,
-4.526035325,4.047964076,0.107476632,
0.48495511,-1.267868445,-1.034770329,
-4.075333732,-2.21631874,-0.310762231,
-2.710793344,1.827681434,0.076478777,
2.800261569,2.609630659,0.070557122,
3.794702481,-3.341387227,-0.100661614,
-4.939168037,-1.949075011,0.077025717,
-1.331871201,2.045131617,-0.014702985,
-0.640460821,-1.751688376,0.777342862,
4.56513735,0.883609277,-1.720229895,
-4.17271181,0.722245209,0.268777689,
2.883921925,-0.153138162,0.719748414,
-3.36175033,-0.432705649,0.132923027,
-2.357185267,4.160173268,0.331324069,
0.459199099,-3.156332744,0.228955343,
0.478659718,-0.118110572,-0.876895703,
-1.853445483,0.013890239,-1.045161881,
2.476456593,4.963375417,1.551885447,
0.010418059,3.854928351,-0.620754579,
0.47637833,-0.031752215,-0.617648278,
-4.881141853,-0.465595077,0.005046267,
4.384180945,-0.119193619,-1.52193041,
-3.593913415,1.738028086,0.188075687,
-2.065711645,-3.004872036,0.144367759,
4.417728217,0.327335032,0.94044578,
-2.917926144,-0.076044729,1.14507573,
3.379179175,-1.095236923,-0.301344449,
2.180198887,-4.14064242,-0.202110891,
-1.638801545,2.235599005,1.654227975,
4.935549784,4.574075703,-1.741373466,
0.415928766,-3.657156201,-0.112722267,
-3.226972832,3.883086749,0.401976286,
-4.983146868,2.766026541,-0.059211702,
-4.951265455,-2.590892107,-0.04735958,
3.720095225,0.600976254,-0.039777231,
0.152990288,2.430673005,0.271248275,
-0.841931178,-4.585791344,1.778368044,
-0.442386851,0.426141989,-1.106817441,
3.879692438,-4.980347417,0.227205159,
4.369809522,3.706040449,-0.568870471,
-1.387803631,2.454537575,1.033145041,
-3.629264277,3.52003402,-0.023411495,
0.29360318,-4.361210706,-0.16256245,
-4.962424656,-3.372719122,-0.030594114,
-2.351770685,-1.026108986,0.44028931,
4.414054069,-1.499674571,-2.870982732,
3.747937504,-2.313837436,-0.040912462,
2.654028096,-3.220837748,-0.084207347,
-3.634009785,2.050526911,-0.005863981,
-4.489589174,0.644112001,-0.096758343,
-2.55650276,2.299922676,0.181675099,
0.032066474,-2.996951736,0.712825489,
2.667513838,3.791946557,0.28691896,
1.748161109,-0.239741673,-0.515636994,
4.599028766,-4.907007314,1.500330934,
-0.472435494,4.674716198,3.511900219,
2.536892295,4.319264865,-0.718682594,
-4.914341215,0.963961031,-0.025757373,
2.397866373,-3.632806,0.255798537,
-0.156605871,0.552784949,0.088375845,
-0.877696042,-0.648130405,-8.734991013,
-2.791673188,2.69534496,0.192427863,
4.356994474,0.711488485,-0.460282132,
-0.468726315,1.044241466,0.373153997,
-0.369705708,1.805114954,0.471546915,
0.005243792,-4.40092199,-0.495639014,
3.595585193,4.196965839,-0.063573678,
-1.343181003,-2.576287782,-1.775364846,
4.194958208,-0.58410816,0.239328756,
4.161481221,3.513747511,0.01032517,
3.728714465,-2.82674147,0.104516757,
4.34414532,-3.58486204,-0.314192355,
2.552629378,2.66029037,0.202770363,
4.644147695,1.003849042,-1.047211211,
3.216799446,2.99635204,0.058729568,
-0.95326555,-4.061192677,-1.678705523,
-1.33736752,-0.205015983,-4.54383485,
-0.295438319,1.65695273,0.019742053,
-0.08824471,-1.453217542,-2.689876695,
-2.903329445,3.93087461,0.254247291,
-0.353471196,-1.953687857,-0.788849754,
0.494661071,2.576072807,-0.051685324,
4.598140233,4.116693985,2.041134932,
-4.4960389,-4.453768192,-0.160397557,
-2.063240012,-1.852332161,0.138930137,
2.632420665,-4.48399888,0.244609985,
3.263700322,-1.128468523,0.085059632,
1.616372549,-0.531683372,0.212959821,
-4.677212166,0.505404678,0.073150482,
3.891455894,3.19334142,0.238566343,
2.621885003,3.981873705,0.02230633,
-3.814975527,3.801178698,0.501125845,
-4.446827557,-3.049934104,0.173060548,
2.526039352,4.476606512,-0.19749537,
-2.361754067,3.66635838,-0.19177556,
-0.65755985,0.465320652,-2.030757486,
4.673680567,-4.919862179,1.822956607,
-4.958407022,3.948851821,-0.0190176,
-2.914010981,1.317360811,-0.484972673,
3.397768368,1.512043934,-0.147222807,
-0.002195004,-2.842316179,0.410910466,
0.651015868,-1.237519855,-1.509341265,
1.251077975,-3.927781438,0.108608113,
3.062881034,-2.724215983,0.096796925,
2.102612822,1.079119044,0.012935599,
4.853666012,-4.929463082,1.926377789,
2.493519235,-4.087324755,-0.315297997,
2.126213515,-3.612054827,0.183387113,
-1.32322591,0.410174915,1.688645144,
-1.195616342,0.236488175,0.416628421,
-4.903369508,2.87486986,-0.021467234,
2.186543216,0.061012906,0.283572949,
-4.767595088,-2.896576579,0.069126731,
0.434009881,-2.888885403,0.261142526,
4.035000801,3.226046367,0.129944077,
1.801332503,0.857694688,-0.210024882,
-0.811628143,0.79465179,3.267737924,
-2.71181077,3.4618627,-0.045139351,
3.043537454,1.084159224,0.007397978,
-1.755454512,4.333398982,2.487525165,
2.661901717,-3.211285105,-0.097576876,
-3.328954485,3.54534306,0.033645093,
-4.106364939,-1.276516881,1.142088428,
-3.580774869,3.90321253,0.162708557,
0.934172032,1.583710357,-0.070244545,
2.257761694,-0.024638508,0.79935581,
3.995472799,-3.145564887,0.117193576,
4.008785385,-1.372318624,-0.564227251,
0.860247947,-4.644358323,-0.308318248,
2.987242514,-2.720046645,0.088738161,
-3.484950866,2.171791927,-0.143854696,
-1.207478208,2.199079115,0.425437869,
1.73974652,-2.561227384,-0.211889251,
0.496014359,3.75509557,-0.430970289,
0.990467754,1.532938978,0.117332839,
3.400395331,0.816748422,0.559763125,
2.35078599,2.987067857,0.076226204,
2.145380577,0.55655596,-0.043747726,
0.119937341,-3.914371621,0.408470957,
-2.416863983,0.664697324,-0.165661643,
-2.867322794,-0.195606856,1.194724335,
-4.771252141,-0.106556935,-0.176506986,
2.226231317,3.995713326,-0.022530274,
-3.514472751,-0.690576267,-0.863139353,
4.148636669,-0.512223618,0.07681778,
0.727885598,4.417434516,0.904000509,
0.283062571,-0.005018766,-0.388633845,
2.569134337,3.279037527,-0.396660509,
4.063457673,-2.398967883,-0.079377216,
3.135295218,-4.941545225,-0.533778174,
-0.792463675,-4.381466399,1.980430406,
4.055318003,0.100765495,-0.026538244,
2.732284599,0.67650901,0.162125491,
0.926325338,-1.395940862,-2.863981913,
3.967766546,4.193596774,0.314214604,
3.96372484,0.964947324,-0.142566404,
3.84237791,4.08837148,0.239059897,
4.762000589,4.106398973,2.437695819,
-3.476396106,-2.541901159,0.249520273,
1.795984616,1.817697293,-0.158464031,
-3.976751929,-1.927161487,-0.865013922,
-1.071361236,4.134150936,-1.205298484,
4.522655325,-2.038242961,2.552875868,
3.437109412,-2.207077417,-0.326867152,
-4.130856692,-1.568315385,1.089640135,
-0.443207785,4.145512121,-1.585945168,
2.946516582,-3.976964697,-0.31772432,
-1.170752505,2.197539878,0.133592406,
-0.428559448,0.515681632,-0.440248422,
-2.089982722,0.695614061,-0.082445593,
0.998114311,-1.668656077,-0.98974877,
1.779083856,2.964645432,-0.053331918,
4.640583304,4.102630673,2.034192968,
-1.472827043,-2.107953123,3.593305836,
2.534175431,3.793548579,0.431919717,
-1.916829097,-4.312730186,-0.223254797,
2.290480867,-2.587183495,0.493362828,
-2.952237871,-2.931703764,-0.5939652,
0.522801261,4.458439654,0.31580376,
2.039195811,0.960346102,0.115552786,
-0.405609756,1.460742267,-0.469796735,
-1.226119936,-1.11403391,0.136038887,
-4.72204634,1.398768238,0.088528792,
0.235442317,-2.96342368,0.342744637,
3.159795901,-2.385302687,0.439534091,
-1.741461251,-3.114798942,1.283164707,
0.937344071,0.851959094,-0.812079146,
1.764518481,2.594814003,-0.046527883,
4.600145167,-3.241884904,0.322964355,
1.274445335,3.779263592,-0.109775807,
1.198313219,3.638183165,-0.146577987,
-4.377278816,-1.827229288,0.062385045,
-4.950746309,-3.962959082,0.044187327,
-0.308229818,-4.978567774,-0.110422544,
-0.32154422,-3.872373558,-0.146307886,
-4.282750238,-4.827131766,-0.043724797,
-2.310371777,3.805568933,-0.196398842,
-3.017953,0.587315696,0.066911895,
2.445289041,-2.595999791,0.449094427,
2.970773221,4.562396473,0.300843549,
-0.266107662,0.534837503,0.037581803,
2.895303872,4.716174017,0.895758009,
4.724364202,-1.015579783,4.952915782,
-4.443790631,4.192043763,0.266214844,
-4.474925522,2.170191223,0.11384824,
-2.502432118,4.611233666,-0.389491861,
-0.638233832,0.302095951,-2.985408048,
-4.520279734,-3.543980385,-0.155165712,
-3.214301683,1.182735917,-0.289780474,
4.813663673,-4.204485142,0.40193292,
1.006799799,4.174736277,0.940844153,
-2.170884237,-0.03893132,-0.13473704,
4.95484462,0.430558649,1.58009383,
-3.953419846,2.270171711,-0.464052372,
4.141339586,-3.675408042,-0.022117523,
2.062211304,3.236394849,-0.209102766,
-1.406209361,2.257207372,1.833183845,
-3.458465638,3.807113049,0.256137465,
-0.464665229,-4.538151146,1.033090145,
-4.531756676,4.657418794,-0.458913329,
2.449458421,3.611580262,0.258318465,
1.43033711,0.10793671,-0.006031558,
-4.676503834,-2.290935507,0.002631726,
2.523795133,-1.853137013,-0.427178883,
-1.25941052,-3.82051951,0.519601859,
-2.829376526,-1.271483941,1.055108354,
4.450325332,0.499207221,0.522285819,
-4.590051591,0.772618288,-0.215427805,
3.256380769,3.928979084,0.322662028,
2.598050804,2.762359179,0.261153833,
-3.248485004,-4.353448314,0.276346022,
0.489852742,1.882933745,-0.282108493,
4.212319033,1.391076014,0.099184751,
3.709207631,2.137978546,0.086279499,
-4.621038968,2.803487342,-0.147193918,
-3.434573264,0.319393654,-0.297895853,
-3.461876025,-3.746897866,-0.020388754,
-1.201989294,-2.365333636,-0.304548542,
1.986531456,3.036006371,-0.007403345,
-1.088700363,2.008942565,0.152861106,
4.448090448,-4.187616673,0.254888634,
3.034806288,-2.975347729,-0.521304417,
1.431422341,3.984347234,-0.001849028,
4.886589272,-0.486744359,1.134565895,
3.110467173,3.923025242,0.311881544,
-0.823853496,-0.390150097,3.104777987,
3.746896912,-4.09885353,0.151847937,
-1.062607731,3.012023776,-0.002551936,
2.945564165,-4.188179298,-0.09307035,
0.747963012,-3.527768585,-0.622301682,
-1.476083518,1.381356097,1.899640461,
0.925436456,-2.849739568,0.474583481,
1.140056109,-0.650236521,1.080562344,
-1.431482604,-4.557751562,-1.598305589,
-2.319202358,2.971907988,-0.044200752,
-0.840138023,-4.722931688,-0.093926307,
-3.669789425,-0.836200411,-1.362358219,
-2.58101589,-0.617637819,0.486471881,
-0.603321907,3.724772045,2.501270136,
0.944800444,-1.186472225,-0.938286705,
2.933657749,4.927059783,1.254659543,
-4.929565887,-3.034900126,0.042739471,
2.527075361,4.728099868,1.286009319,
0.244501655,-3.88958329,0.229863638,
-2.091534259,4.200979737,0.17103278,
-2.30694641,-0.28015109,-0.416640858,
-3.559553456,1.305317352,-0.20735827,
-3.000786306,2.796457777,0.512111205,
-4.644639111,-0.305827109,-0.357839435,
3.960356472,1.566333158,-8.80E-05,
-2.314854052,-3.290073412,-0.020560169,
2.783481479,1.774973448,0.18530728,
-1.130151386,-2.235028506,-0.145635705,
-4.007866241,2.189670262,-0.35093224,
-1.669521131,-3.012787258,2.058207908,
1.347311103,4.046073685,0.02151502,
-1.186489804,1.392297562,0.287481462,
-2.604867755,-3.751107197,0.014312748,
-3.128469855,1.884912006,0.449502616,
0.222443036,1.207686647,0.222158487,
-4.799840498,3.645531619,-0.042559427,
2.072837105,0.858126621,0.242342256,
-1.011425865,3.192980289,-1.510206159,
-3.397268689,4.968616901,0.952714941,
-3.040026244,-4.083140112,-0.473465244,
-2.435296509,-0.231337583,-0.677552509,
-2.826437579,-3.838297618,-0.204284092,
2.509679332,-3.289462079,0.044903892,
2.826648067,3.298250214,-0.264814913,
-4.311781071,2.949982334,0.007873297,
-0.422162092,-2.628101819,0.771236307,
0.841647131,-4.450356261,-0.663228344,
-2.637749293,1.31927048,0.063185951,
-1.102882415,4.026317002,-0.192137025,
-3.532595534,-3.856994333,-0.142049093,
-0.865641967,3.397610528,-2.232946689,
1.166695233,-4.517035751,-0.218075139,
3.982055862,-1.42175264,-0.687449551,
4.969622926,0.584124974,-0.126276772,
-2.767762924,-3.087465173,-0.223971371,
4.616044217,0.4051076,1.960244656,
0.884553954,-4.98742701,0.690569078,
-0.429151696,4.842897593,4.098150552,
0.532642789,-4.872214596,0.341011351,
-3.190068605,3.28726452,-0.614141829,
-3.894961176,2.505312612,-0.131412922,
1.490092568,-1.263870367,-0.166315701,
1.732353946,-0.335522613,-0.368656536,
0.536642099,3.868505024,-0.402041351,
0.085678748,-2.935172067,0.56931223,
-0.845495327,4.745338842,9.337155685,
-4.925585315,3.197262177,0.036765659,
-1.19433597,-4.845000096,0.288495548,
-2.49421266,4.629710305,-0.46994918,
1.622446895,-4.168389452,0.058251237,
0.359342328,4.981776057,-0.820869488,
1.606531983,-3.913002246,0.119675024,
4.7483137,-2.725865359,-0.403630435,
-0.093858658,1.102125317,0.067554275,
2.839803868,-2.753981421,-0.005254676,
-3.03455137,4.48481442,-0.243952571,
4.024908946,-4.442070976,-0.108308051,
-0.214636967,3.931371412,-0.183694445,
0.180213242,-2.173658615,0.431118023,
1.321480596,4.453837178,0.043973152,
0.904265526,-4.189004061,0.196855634,
-2.130660306,3.336834689,0.079754197,
-1.359158813,0.027093908,-2.01174574,
1.064072731,-4.579720285,-0.318324986,
3.675771387,2.713530624,-0.09099625,
-0.143346198,-1.187117605,-0.811736443,
